iter	RMSE
524	181.7270623
525	181.6096096
526	181.4315163
527	181.3329336
528	181.1955038
529	181.1666642
530	181.1387644
531	181.1178363
532	181.1064295
533	180.9370791
534	180.7341242
535	180.6189608
536	180.6022942
537	180.4360784
538	180.3534426
539	180.1893981
540	180.1446084
541	180.0547472
542	179.8818445
543	179.8586675
544	179.7481212
545	179.6497683
546	179.428356
547	179.2642916
548	179.2457897
549	179.1431606
550	178.9472513
551	178.8138381
552	178.6766851
553	178.4295724
554	178.2815871
555	177.956045
556	177.9485924
557	177.8451664
558	177.6957045
559	177.5054727
560	177.3617891
561	177.2677567
562	177.0314389
563	176.9085156
564	176.6920549
565	176.5427385
566	176.4194329
567	176.3809334
568	176.2810286
569	176.1298399
570	175.9060176
571	175.774353
572	175.757423
573	175.6085477
574	175.4381613
575	175.4303055
576	175.2286416
577	175.1093627
578	174.9285732
579	174.8215869
580	174.6565183
581	174.4927588
582	174.3869274
583	174.1376896
584	174.1216019
585	174.0264151
586	173.8086174
587	173.6985769
588	173.5869506
589	173.4661275
590	173.3664068
591	173.2598596
592	173.0104928
593	172.9419549
594	172.8517513
595	172.8178512
596	172.6674054
597	172.5449216
598	172.3939468
599	172.3612218
600	172.262234
601	172.0643692
602	171.9387151
603	171.9138752
604	171.7928152
605	171.6070242
606	171.5098903
607	171.472631
608	171.333085
609	171.2821393
610	171.1099073
611	170.9447409
612	170.9308992
613	170.7572118
614	170.6018862
615	170.4391904
616	170.270328
617	170.2329024
618	170.2224713
619	170.0627747
620	169.9648898
621	169.8222548
622	169.8149623
623	169.7819851
624	169.5826138
625	169.4561198
626	169.2841728
627	169.1508355
628	169.1417247
629	169.0378158
630	168.8109425
631	168.80164
632	168.7062022
633	168.6191405
634	168.501793
635	168.4004557
636	168.3607247
637	168.2072488
638	168.1976357
639	168.1259427
640	168.0366791
641	167.8772253
642	167.7390449
643	167.7196303
644	167.6969356
645	167.5991055
646	167.521758
647	167.4339751
648	167.3026527
649	167.2193679
650	167.1029823
651	167.0428296
652	166.9615689
653	166.8337176
654	166.6198462
655	166.5481871
656	166.5390936
657	166.3994216
658	166.3907267
659	166.3481982
660	166.241091
661	166.1088286
662	165.9575171
663	165.8964438
664	165.8143874
665	165.6377769
666	165.62608
667	165.5009175
668	165.4218692
669	165.4030235
670	165.3803537
671	165.3562576
672	165.2831093
673	165.1637928
674	165.1038707
675	165.0389907
676	164.8398126
677	164.7217722
678	164.639163
679	164.6012355
680	164.5231275
681	164.4648624
682	164.3727429
683	164.2628574
684	164.2524287
685	164.1227729
686	163.9673726
687	163.8705082
688	163.7537771
689	163.5541934
690	163.501441
691	163.4911371
692	163.4207316
693	163.4073801
694	163.3413065
695	163.2538542
696	163.1041457
697	163.0159804
698	162.9231116
699	162.8291665
700	162.6845299
701	162.5286085
702	162.4335029
703	162.2382628
704	162.2286832
705	162.2044071
706	162.1971581
707	162.0995195
708	161.9562077
709	161.9502934
710	161.8700581
711	161.6794545
712	161.5882949
713	161.5002471
714	161.390872
715	161.3681546
716	161.2913865
717	161.1716449
718	161.0388355
719	160.9703534
720	160.8991665
721	160.8494789
722	160.7483459
723	160.741421
724	160.561447
725	160.4934305
726	160.3641447
727	160.2735028
728	160.1451834
729	160.1400742
730	159.9503169
731	159.8758586
732	159.773398
733	159.635079
734	159.5683287
735	159.4991413
736	159.4195004
737	159.2559176
738	159.1008125
739	159.0474593
740	158.9362107
741	158.7855595
742	158.7137266
743	158.6857647
744	158.5955994
745	158.4901671
746	158.4187503
747	158.3540983
748	158.3493699
749	158.1964398
750	158.1634365
751	158.1022048
752	158.0406093
753	157.9706642
754	157.8902782
755	157.8868474
756	157.8245316
757	157.7330273
758	157.6941603
759	157.6872197
760	157.4735414
761	157.3719997
762	157.243033
763	157.0562599
764	156.9497892
765	156.8935141
766	156.8630325
767	156.7693852
768	156.6569534
769	156.535071
770	156.3989218
771	156.3882978
772	156.2114447
773	156.1119746
774	156.0420695
775	155.9422703
776	155.790771
777	155.6737366
778	155.605971
779	155.4767703
780	155.3822703
781	155.361114
782	155.3033769
783	155.1321483
784	155.0351094
785	154.8809154
786	154.8051484
787	154.7266178
788	154.6735168
789	154.5230563
790	154.430749
791	154.3141186
792	154.2495367
793	154.1168685
794	154.034283
795	153.962608
796	153.8936631
797	153.8176468
798	153.7338871
799	153.642509
800	153.5925662
801	153.4532038
802	153.4439717
803	153.2649192
804	153.1755363
805	153.0777694
806	152.9420668
807	152.9065323
808	152.8400465
809	152.7481108
810	152.6548057
811	152.6068147
812	152.5506339
813	152.4361122
814	152.4238666
815	152.3531911
816	152.2345212
817	152.1754572
818	152.1359216
819	152.1032917
820	151.981375
821	151.9582764
822	151.870418
823	151.8034947
824	151.7187273
825	151.6174035
826	151.5037951
827	151.4229442
828	151.2989518
829	151.2239526
830	151.1177204
831	151.0810844
832	151.0110971
833	150.9256402
834	150.7875444
835	150.6708238
836	150.6377238
837	150.4642814
838	150.4118504
839	150.3590293
840	150.3037921
841	150.2579246
842	150.1608986
843	150.0968233
844	150.0340948
845	149.902053
846	149.8368261
847	149.8048235
848	149.7033567
849	149.6181485
850	149.483833
851	149.3908662
852	149.3219717
853	149.2521316
854	149.1444607
855	149.0759446
856	149.0139053
857	148.8718821
858	148.7863979
859	148.7812734
860	148.766156
861	148.6722326
862	148.5658457
863	148.4644417
864	148.3722751
865	148.2769558
866	148.1659558
867	148.0461476
868	148.033262
869	147.966115
870	147.7779863
871	147.7606432
872	147.6600507
873	147.5709033
874	147.4406745
875	147.2988672
876	147.1910341
877	147.0972612
878	147.086723
879	146.9326552
880	146.8246165
881	146.7907528
882	146.7524156
883	146.5886525
884	146.475411
885	146.3910788
886	146.3871743
887	146.3709541
888	146.3092861
889	146.1854215
890	146.112363
891	146.0833085
892	145.9585571
893	145.9414384
894	145.8745764
895	145.8346031
896	145.6432552
897	145.5284793
898	145.4372496
899	145.302146
900	145.2146818
901	145.1570538
902	145.1177588
903	145.1101318
904	145.1060232
905	145.0394418
906	144.9197154
907	144.880936
908	144.7887241
909	144.6689408
910	144.6566401
911	144.5749095
912	144.5298844
913	144.4767485
914	144.311009
915	144.1972641
916	144.1250089
917	144.0085899
918	143.811167
919	143.7772083
920	143.7715897
921	143.7026388
922	143.6993027
923	143.5755074
924	143.5254295
925	143.4872787
926	143.3821381
927	143.376403
928	143.3385661
929	143.3354959
930	143.2137978
931	143.025526
932	142.9549748
933	142.8523843
934	142.7254793
935	142.7147906
936	142.7064112
937	142.5247921
938	142.4459275
939	142.356118
940	142.3245778
941	142.2459823
942	142.148017
943	142.0937751
944	142.0888126
945	142.0271011
946	141.9166992
947	141.8432002
948	141.8387779
949	141.7250609
950	141.641402
951	141.592255
952	141.5736571
953	141.5394947
954	141.5161043
955	141.4551841
956	141.3267623
957	141.2791363
958	141.2477217
959	141.1919287
960	141.1305527
961	141.0808602
962	141.0215214
963	140.9080063
964	140.8966654
965	140.8766652
966	140.733834
967	140.7078415
968	140.6365741
969	140.6279915
970	140.4969939
971	140.423055
972	140.3647493
973	140.3056704
974	140.2282196
975	140.1830176
976	140.1777799
977	140.1189332
978	140.1127388
979	140.0305718
980	139.938519
981	139.851828
982	139.8036842
983	139.8007395
984	139.7385813
985	139.7079087
986	139.6373955
987	139.5893636
988	139.5273872
989	139.4788704
990	139.3938093
991	139.2981714
992	139.2604144
993	139.218743
994	139.0796092
995	139.0393139
996	139.0088686
997	138.9033083
998	138.8064776
999	138.794473
